method,sigma_y,dim_x,dim_y,seed,sliced_wasserstein_distance
vjp_guidance,1.0,100,1,101,3.6485456745071096
vjp_guidance,1.0,100,1,404,0.6071000208995355
vjp_guidance,1.0,100,1,1000,1.0656891733276728
vjp_guidance,1.0,100,2,0,1.5882087965275813
vjp_guidance,1.0,100,2,10,0.487806141897602
vjp_guidance,1.0,100,2,100,1.5204485339751976
vjp_guidance,1.0,100,2,101,0.8644566451604998
vjp_guidance,1.0,100,2,404,2.063729137282505
vjp_guidance,1.0,100,2,1000,0.579271574079821
vjp_guidance,1.0,100,4,0,0.3110968919559639
vjp_guidance,1.0,100,4,10,1.2864349729032205
vjp_guidance,1.0,100,4,100,1.269961542561198
vjp_guidance,1.0,100,4,101,1.4635465473278688
vjp_guidance,1.0,100,4,404,1.1473320898846535
vjp_guidance,1.0,100,4,1000,1.2078419655128603
