method,sigma_y,dim_x,dim_y,seed,sliced_wasserstein_distance
vjp_guidance,0.01,80,4,10,0.507538501726389
vjp_guidance,0.01,80,4,100,0.6367361217196602
vjp_guidance,0.01,80,4,1000,0.7361978431754137
vjp_guidance,0.1,8,1,0,5.416427784579023
vjp_guidance,0.1,8,1,1,0.7970585719265905
vjp_guidance,0.1,8,1,10,0.9011579170811826
vjp_guidance,0.1,8,1,100,4.904229027572277
vjp_guidance,0.1,8,1,1000,1.4704271267548952
vjp_guidance,0.1,8,2,0,0.7685856609781455
vjp_guidance,0.1,8,2,1,0.3709111248038607
vjp_guidance,0.1,8,2,10,0.3599349713669335
vjp_guidance,0.1,8,2,100,0.7691851352366346
vjp_guidance,0.1,8,2,1000,0.0848040869198039
vjp_guidance,0.1,8,4,0,0.0514608056707227
vjp_guidance,0.1,8,4,1,0.0514238338230211
vjp_guidance,0.1,8,4,10,0.0588425528153181
vjp_guidance,0.1,8,4,100,0.0545921518379716
vjp_guidance,0.1,8,4,1000,0.0663680412731387
vjp_guidance,0.1,80,1,0,3.739397344216586
vjp_guidance,0.1,80,1,1,1.8680337337711768
vjp_guidance,0.1,80,1,10,1.3852758653942665
vjp_guidance,0.1,80,1,100,1.4233211810846274
vjp_guidance,0.1,80,1,1000,2.809915178408396
vjp_guidance,0.1,80,2,0,0.256631854832296
vjp_guidance,0.1,80,2,1,1.0217542212298558
vjp_guidance,0.1,80,2,10,1.2033634681769378
vjp_guidance,0.1,80,2,100,0.2971188569153191
vjp_guidance,0.1,80,2,1000,0.1233494581811514
vjp_guidance,0.1,80,4,0,0.2960655688113969
vjp_guidance,0.1,80,4,1,0.972810520797888
vjp_guidance,0.1,80,4,10,0.7360946835947513
vjp_guidance,0.1,80,4,100,0.6482419961987843
vjp_guidance,0.1,80,4,1000,0.8233654947903145
vjp_guidance,1.0,8,1,0,1.7947820267337895
vjp_guidance,1.0,8,1,1,0.4476896758821346
vjp_guidance,1.0,8,1,10,0.5763124612554665
vjp_guidance,1.0,8,1,100,2.254116601017268
vjp_guidance,1.0,8,1,1000,1.2114379599096123
vjp_guidance,1.0,8,2,0,0.6838289259435604
vjp_guidance,1.0,8,2,1,2.591236369277492
vjp_guidance,1.0,8,2,10,0.2887741572049833
vjp_guidance,1.0,8,2,100,0.6859150490286547
vjp_guidance,1.0,8,2,1000,0.5137252635202185
vjp_guidance,1.0,8,4,0,0.7078133126534374
vjp_guidance,1.0,8,4,1,0.3380132670947675
vjp_guidance,1.0,8,4,10,0.1927422578382637
vjp_guidance,1.0,8,4,100,0.3612073649073901
vjp_guidance,1.0,8,4,1000,0.7033927876810613
vjp_guidance,1.0,80,1,0,0.7067957545518849
vjp_guidance,1.0,80,1,1,1.0270107735807277
vjp_guidance,1.0,80,1,10,1.0042631326460654
vjp_guidance,1.0,80,1,100,1.7625550862952784
vjp_guidance,1.0,80,1,1000,1.665104641524151
vjp_guidance,1.0,80,2,0,0.7177446781095216
vjp_guidance,1.0,80,2,1,2.569071824710172
vjp_guidance,1.0,80,2,10,0.6599190812296105
vjp_guidance,1.0,80,2,100,2.26918057192002
vjp_guidance,1.0,80,2,1000,0.2522660947142057
vjp_guidance,1.0,80,4,0,1.4059864036235188
vjp_guidance,1.0,80,4,1,0.9072519581034044
vjp_guidance,1.0,80,4,10,0.6980297063869315
vjp_guidance,1.0,80,4,100,1.2961467086948355
vjp_guidance,1.0,80,4,1000,2.046859152880596
