method,sigma_y,dim_x,dim_y,seed,sliced_wasserstein_distance
diffusion_posterior_sampling,0.1,10,1,0,5.384692981763587
diffusion_posterior_sampling,0.1,10,1,10,0.8130631683172186
diffusion_posterior_sampling,0.1,10,1,100,14.630241810720454
diffusion_posterior_sampling,0.1,10,1,101,1.2676283806515145
diffusion_posterior_sampling,0.1,10,1,404,2.0061423160615104
diffusion_posterior_sampling,0.1,10,1,1000,0.7692852285452075
diffusion_posterior_sampling,0.1,10,2,0,7.794773633369351
diffusion_posterior_sampling,0.1,10,2,10,0.7803240074356826
diffusion_posterior_sampling,0.1,10,2,100,10.24413010081158
diffusion_posterior_sampling,0.1,10,2,101,0.2703974879996305
diffusion_posterior_sampling,0.1,10,2,404,5.420105215774296
diffusion_posterior_sampling,0.1,10,2,1000,0.12378659141659203
diffusion_posterior_sampling,0.1,10,4,0,0.942031625397833
diffusion_posterior_sampling,0.1,10,4,10,0.09658599457036898
diffusion_posterior_sampling,0.1,10,4,100,6.973824264935755
diffusion_posterior_sampling,0.1,10,4,101,0.10488332471103609
diffusion_posterior_sampling,0.1,10,4,404,0.12281780749088525
diffusion_posterior_sampling,0.1,10,4,1000,0.09507617315616505
diffusion_posterior_sampling,0.1,100,1,0,3.5125277965055677
diffusion_posterior_sampling,0.1,100,1,10,1.3264644264355603
diffusion_posterior_sampling,0.1,100,1,100,4.525107177369921
diffusion_posterior_sampling,0.1,100,1,101,16.439403617607823
diffusion_posterior_sampling,0.1,100,1,404,2.252030599257149
diffusion_posterior_sampling,0.1,100,1,1000,2.1766973184490905
diffusion_posterior_sampling,0.1,100,2,0,0.2085597292004333
diffusion_posterior_sampling,0.1,100,2,10,0.06441203601418888
diffusion_posterior_sampling,0.1,100,2,100,9.209740817104873
diffusion_posterior_sampling,0.1,100,2,101,9.481623746942729
diffusion_posterior_sampling,0.1,100,2,404,7.331164013396395
diffusion_posterior_sampling,0.1,100,2,1000,0.12206810718699203
diffusion_posterior_sampling,0.1,100,4,0,2.295655629685882
diffusion_posterior_sampling,0.1,100,4,10,0.07963036408385053
diffusion_posterior_sampling,0.1,100,4,100,7.525888821491979
diffusion_posterior_sampling,0.1,100,4,101,2.1137109753782366
diffusion_posterior_sampling,0.1,100,4,404,0.05946869239244509
diffusion_posterior_sampling,0.1,100,4,1000,0.062431376879455526
diffusion_posterior_sampling,0.5,10,1,0,5.997001028882472
